iter	Logloss
164	0.06700232919
165	0.06698383346
166	0.06697555902
167	0.06696579832
168	0.06696553083
169	0.0669433999
170	0.06693683441
171	0.06692573991
172	0.0669257285
173	0.06691708638
174	0.06691684184
175	0.06691404343
176	0.06690142176
177	0.06688796324
178	0.06687512535
179	0.06687509998
180	0.0668694547
181	0.06684542121
182	0.06682925528
183	0.06682013418
184	0.06680585488
185	0.0667908411
186	0.06679081624
187	0.06679080752
188	0.06679080141
189	0.06679050466
190	0.06678253703
191	0.0667824063
192	0.06677306831
193	0.06675818867
194	0.0667411453
195	0.06672582014
196	0.06671747002
197	0.06671745909
198	0.06670593141
199	0.06669782258
200	0.06668003944
201	0.06666145089
202	0.06664845545
203	0.06664006788
204	0.06662397622
205	0.0666103909
206	0.06660166614
207	0.06659771018
208	0.06658210654
209	0.0665708299
210	0.06655675107
211	0.06654576643
212	0.06654506547
213	0.06653847003
214	0.06652021606
215	0.06650945192
216	0.06650945156
217	0.06650289847
218	0.06650288233
219	0.066489313
220	0.06647634332
221	0.06646540946
222	0.06645887547
223	0.06644543143
224	0.06643487013
225	0.066434861
226	0.06643483686
227	0.06643482771
228	0.06643478369
229	0.06642446077
230	0.06641494288
231	0.06641262628
232	0.06640308199
233	0.06638781452
234	0.06638291645
235	0.06637565358
236	0.06637338912
237	0.06636528158
238	0.06636324409
239	0.06636322925
240	0.06634966279
241	0.06632919406
242	0.06632312765
243	0.06631467658
244	0.06630677443
245	0.06629607447
246	0.066288145
247	0.06627671458
248	0.06626263177
249	0.06625437592
250	0.06624390098
251	0.06623286922
252	0.06621457392
253	0.06620375068
254	0.06618784381
255	0.06618781484
256	0.06617949259
257	0.06616956863
258	0.06615559956
259	0.06614538189
260	0.06614128866
261	0.06613039944
262	0.0661126412
263	0.06610495482
264	0.06610477755
265	0.06609538048
266	0.06608380236
267	0.06607985281
268	0.066079504
269	0.06606787463
270	0.06605596685
271	0.06605593033
272	0.06605591808
273	0.06605536379
274	0.06605528715
275	0.06603836326
276	0.0660211742
277	0.0660203889
278	0.06602021217
279	0.06602009268
280	0.06602006986
281	0.06602004421
282	0.06601998835
283	0.06601998255
284	0.06601995649
285	0.06601995649
286	0.06601994898
287	0.06601994898
288	0.06601985111
289	0.0660045443
290	0.0659938341
291	0.06598545167
292	0.06596423005
293	0.06595459848
294	0.06593404547
295	0.06592686161
296	0.06591410929
297	0.06589965465
298	0.065885752
299	0.06587443655
300	0.06586090659
301	0.06585490731
302	0.06584644131
303	0.06584565231
304	0.06583262539
305	0.0658301161
306	0.06581915623
307	0.06581915623
308	0.06581915223
309	0.06581031402
310	0.0657999318
311	0.06579296145
312	0.06577630057
313	0.06576398075
314	0.06576397736
315	0.06575850951
316	0.06574825153
317	0.06574807947
318	0.06574450498
319	0.06574420509
320	0.0657391256
321	0.0657333582
322	0.06573264618
323	0.06571037861
324	0.06571034371
325	0.06570853528
326	0.0657084708
327	0.06570542823
328	0.06569804006
329	0.06568774291
330	0.06567963298
331	0.06567360043
332	0.06566522711
333	0.06566088249
334	0.06566057877
335	0.06565114296
336	0.06563510579
337	0.06561874196
338	0.06560883505
339	0.06559993029
340	0.06558931737
341	0.06558653444
342	0.06557282698
343	0.06557260918
344	0.0655725394
345	0.06557204863
346	0.06556239866
347	0.06554899135
348	0.06554898591
349	0.06554898591
350	0.06554898591
351	0.06553413762
352	0.06551428573
353	0.06550218038
354	0.06549286147
355	0.06548265686
356	0.06546640305
357	0.06545095796
358	0.06545025619
359	0.06544961808
360	0.06543415642
361	0.06542673648
362	0.06541836833
363	0.06541568981
364	0.06540560631
365	0.06540110294
366	0.06539944223
367	0.06539252342
368	0.06538167531
369	0.06538139246
370	0.06538135532
371	0.06537660881
372	0.065366456
373	0.06535072059
374	0.06534030421
375	0.06532767839
376	0.06532764872
377	0.06532761917
378	0.06531804557
379	0.06530665676
380	0.06530663929
381	0.06530660137
382	0.06530643092
383	0.06530034836
384	0.06529650949
385	0.06528943274
386	0.06528772746
387	0.06527455684
388	0.06526455701
389	0.06526391589
390	0.0652635961
391	0.06525774542
392	0.06522290087
393	0.06522280301
394	0.06522278776
395	0.06521105908
396	0.06520550188
397	0.06519192104
398	0.06519191795
399	0.06518390922
400	0.06518324806
401	0.06518321477
402	0.0651827288
403	0.06518183997
404	0.06518002916
405	0.06517027996
406	0.06517023537
407	0.06516128588
408	0.06516123601
409	0.06516122586
410	0.06514707762
411	0.06513519903
412	0.06512380455
413	0.06510928188
414	0.06510196849
415	0.06508913795
416	0.06508400466
417	0.06507259473
418	0.06506569372
419	0.06505383152
420	0.06503626631
421	0.06502789974
422	0.06502138271
423	0.06502135355
424	0.0650138374
425	0.06500508852
426	0.06500501991
427	0.06499165026
428	0.06498782476
429	0.06498577982
430	0.06498568545
431	0.06498559174
432	0.06498549868
433	0.0649854884
434	0.0649854884
435	0.0649854884
436	0.0649854884
437	0.06498548244
438	0.06498543622
439	0.06498539765
440	0.06498459406
441	0.06497741264
442	0.06497404638
443	0.06496422631
444	0.06496411879
445	0.0649640178
446	0.06496392587
447	0.06496390674
448	0.06496386109
449	0.06496381559
450	0.06496377026
451	0.06496377026
452	0.06496372508
453	0.06496363512
454	0.06495794088
455	0.0649579278
456	0.0649495064
457	0.06494950298
458	0.06494259218
459	0.06493192357
460	0.06493191078
461	0.06492551159
462	0.06492551159
463	0.06492551159
464	0.06492535768
465	0.0649252823
466	0.06492513285
467	0.06492513285
468	0.064925131
469	0.06492509193
470	0.06492501817
471	0.06492492084
472	0.06492483393
473	0.06492483393
474	0.06492483032
475	0.06492482064
476	0.0649247479
477	0.06492033546
478	0.06491089286
479	0.06491085892
480	0.06490350771
481	0.06489766874
482	0.06488425506
483	0.06487535983
484	0.06487534115
485	0.06487532271
486	0.06487532271
487	0.06487532271
488	0.06487532271
489	0.06487154592
490	0.06486288302
491	0.06485209715
492	0.06484501445
493	0.06483340276
494	0.06482649335
495	0.06482647629
496	0.06482647629
497	0.0648207326
498	0.0648117986
499	0.06480609522
